Id,PID,MS SubClass,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Land Slope,Condition 1,Condition 2,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,has_garage,has_vnr,has_bsmt,has_alley,has_fireplace,has_pool,has_fence,zone_C (all),zone_FV,zone_I (all),zone_RH,zone_RL,zone_RM,lot_config_CulDSac,lot_config_FR2,lot_config_FR3,lot_config_Inside,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_GrnHill,neighborhood_IDOTRR,neighborhood_Landmrk,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,bldg_type_2fmCon,bldg_type_Duplex,bldg_type_Twnhs,bldg_type_TwnhsE,total_full_bath,total_half_bath,lot_size,year_built_remod/add,area_rms_abvgrd,bathrooms,garage_size,garage_cond_qual,has_condition,bsmtfin_sf1_total_sf,beds_baths,func_overall_qual,lot_area_zone_C (all),lot_area_zone_FV,lot_area_zone_I (all),lot_area_zone_RH,lot_area_zone_RL,lot_area_zone_RM,house_style_bldg_type_2fmCon,house_style_bldg_type_Duplex,house_style_bldg_type_Twnhs,house_style_bldg_type_TwnhsE,SalePrice_preds,errors
1177,533236070,160,24.0,2645,Pave,Pave,Reg,Lvl,4,1,Norm,Norm,2.0,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,4,3,PConc,4,3,1,GLQ,813.0,Unf,0.0,147.0,960.0,GasA,5,1,SBrkr,962,645,0,1607,1,0,2,1,3,1,4,7,8,0,0,Detchd,2000,1,2,480.0,3,3,1.0,169,0,0,0,0,0,0,N/A,0,12,2008,ConLD,200000,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,1,63480.0,3998000,11249,2,960.0,9,0,780480.0,9,64,0,2645,0,0,0,0,0.0,0.0,2.0,0.0,214116.72944352843,-15788.496941661433
1480,907418040,20,74.0,9627,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,GLQ,24.0,Unf,0.0,1327.0,1351.0,GasA,5,1,SBrkr,1361,0,0,1361,0,0,2,0,3,1,4,6,8,0,0,Attchd,2007,2,2,610.0,3,3,1.0,0,50,0,0,0,0,0,N/A,0,6,2008,WD ,193000,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,712398.0,4028049,8166,0,1220.0,9,0,32424.0,6,56,0,0,0,0,9627,0,0.0,0.0,0.0,0.0,193571.07454207554,-1523.8206618796394
324,923202105,20,93.0,10114,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,5,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,5,3,3,Unf,0.0,Unf,0.0,1430.0,1430.0,GasA,5,1,SBrkr,1430,0,0,1430,0,0,2,0,3,1,4,7,8,0,0,Attchd,2004,2,2,624.0,3,3,1.0,0,0,0,0,0,0,0,N/A,0,3,2010,WD ,173500,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,940602.0,4018020,10010,0,1248.0,9,0,0.0,6,40,0,0,0,0,10114,0,0.0,0.0,0.0,0.0,167555.7684753711,5375.8453184472455
1311,902301140,70,34.0,4571,Pave,Grvl,Reg,Lvl,4,1,Norm,Norm,2.0,5,5,1916,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,BrkTil,3,3,1,Unf,0.0,Unf,0.0,624.0,624.0,GasA,2,0,SBrkr,624,720,0,1344,0,0,1,0,4,1,3,7,8,0,0,Detchd,1916,1,3,513.0,2,2,1.0,0,0,96,0,0,0,0,N/A,0,5,2008,COD,98000,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,155414.0,3736200,9408,0,1539.0,4,0,0.0,4,40,0,0,0,0,0,4571,0.0,0.0,0.0,0.0,88605.67513667671,9027.891497936973
770,905101490,20,80.0,8816,Pave,N/A,Reg,Lvl,4,1,Feedr,Norm,1.0,5,6,1963,1963,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,3,3,1,Rec,651.0,Unf,0.0,470.0,1121.0,GasA,3,1,SBrkr,1121,0,0,1121,1,0,1,0,3,1,3,5,8,0,0,Detchd,1963,1,2,480.0,3,3,1.0,0,80,0,0,0,0,3,N/A,0,6,2009,WD ,139000,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,705280.0,3853369,5605,0,960.0,9,1,729771.0,6,40,0,0,0,0,8816,0,0.0,0.0,0.0,0.0,130426.4680189254,8563.591568412594
2063,905107140,20,71.0,8197,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,148.0,3,3,CBlock,3,3,1,Unf,0.0,Unf,0.0,660.0,660.0,GasA,5,1,SBrkr,1285,0,0,1285,0,0,1,1,3,1,3,7,8,1,3,Attchd,1977,2,2,528.0,3,3,1.0,138,0,0,0,0,0,3,N/A,0,4,2007,WD ,143500,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,581987.0,3908529,8995,1,1056.0,9,0,0.0,3,48,0,0,0,0,8197,0,0.0,0.0,0.0,0.0,146598.8665528313,-2442.884603190236
69,528458070,60,72.0,8640,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,2.0,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,2,GLQ,24.0,Unf,0.0,732.0,756.0,GasA,5,1,SBrkr,764,783,0,1547,0,0,2,1,3,1,4,7,8,0,0,Attchd,2009,1,2,614.0,3,3,1.0,169,45,0,0,0,0,0,N/A,0,6,2010,Con,215200,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,622080.0,4036081,10829,2,1228.0,9,0,18144.0,6,56,0,8640,0,0,0,0,0.0,0.0,0.0,0.0,184201.03874022985,29517.74389501306
2062,905106150,20,109.0,8724,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,5,5,1968,1968,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,4,3,1,BLQ,492.0,Unf,0.0,402.0,894.0,GasA,4,1,SBrkr,894,0,0,894,0,0,1,0,3,1,3,5,8,1,1,Attchd,1968,3,2,450.0,3,3,1.0,0,0,0,0,0,0,0,N/A,0,5,2007,WD ,129000,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,950916.0,3873024,4470,0,900.0,9,0,439848.0,3,40,0,0,0,0,8724,0,0.0,0.0,0.0,0.0,122856.31798622008,6762.704365191195
351,527131030,120,40.0,5664,Pave,N/A,IR1,Lvl,4,1,Norm,Norm,1.0,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,1,GLQ,1158.0,Unf,0.0,343.0,1501.0,GasA,5,1,SBrkr,1659,0,0,1659,1,0,2,0,2,1,5,5,8,1,5,Attchd,2000,3,2,499.0,3,3,1.0,212,59,0,0,0,0,0,N/A,0,10,2009,WD ,278000,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,226560.0,4000000,8295,0,998.0,9,0,1738158.0,6,64,0,0,0,0,5664,0,0.0,0.0,0.0,1.0,270169.2419448877,7034.256472745503
2393,528142010,60,103.0,12867,Pave,N/A,IR1,Lvl,4,1,Norm,Norm,2.0,8,5,2005,2006,Gable,CompShg,CemntBd,CmentBd,N/A,0.0,4,3,PConc,5,3,3,Unf,0.0,Unf,0.0,1209.0,1209.0,GasA,5,1,SBrkr,1209,1044,0,2253,0,0,2,1,3,1,5,8,8,1,4,Attchd,2005,3,2,575.0,3,3,1.0,243,142,0,0,0,0,0,N/A,0,7,2006,New,344133,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1325301.0,4022030,18024,2,1150.0,9,0,0.0,6,64,0,0,0,0,12867,0,0.0,0.0,0.0,0.0,301800.56574627967,43518.52236390591
12,527165230,20,58.93889657069052,7980,Pave,N/A,IR1,Lvl,4,1,Norm,Norm,1.0,6,7,1992,2007,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,PConc,4,3,1,ALQ,935.0,Unf,0.0,233.0,1168.0,GasA,5,1,SBrkr,1187,0,0,1187,1,0,2,0,3,1,3,6,8,0,0,Attchd,1992,3,2,420.0,3,3,1.0,483,21,0,0,0,0,4,Shed,500,3,2010,WD ,185000,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,470332.39463411033,3997944,7122,0,840.0,9,0,1092080.0,9,48,0,0,0,0,7980,0,0.0,0.0,0.0,0.0,172204.9854134867,16519.979559042986
2339,527250040,190,100.0,34650,Pave,N/A,Reg,Bnk,4,1,Norm,Norm,1.0,5,5,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,2,Rec,1056.0,Unf,0.0,0.0,1056.0,GasA,3,0,SBrkr,1056,0,0,1056,1,0,1,0,3,1,3,5,8,0,0,Attchd,1955,3,2,572.0,3,3,1.0,264,0,0,0,0,0,0,N/A,0,1,2006,WD ,145000,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3465000.0,3822025,5280,0,1144.0,9,0,1115136.0,6,40,0,0,0,0,34650,0,1.0,0.0,0.0,0.0,138496.94694185568,7160.29444032794
624,535104120,20,92.0,10573,Pave,N/A,IR1,Lvl,4,1,Norm,Norm,1.0,6,6,1961,1961,Hip,CompShg,MetalSd,MetalSd,BrkFace,3.0,3,3,CBlock,3,3,1,Rec,1312.0,Unf,0.0,141.0,1453.0,GasA,5,1,SBrkr,1453,0,0,1453,1,0,2,0,3,1,3,6,8,1,3,Attchd,1961,2,2,530.0,3,3,1.0,0,49,0,0,288,0,4,N/A,0,4,2009,WD ,187500,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,972716.0,3845521,8718,0,1060.0,9,0,1906336.0,9,48,0,0,0,0,10573,0,0.0,0.0,0.0,0.0,180122.13733781874,7487.188105254027
86,532376160,20,65.0,8450,Pave,N/A,Reg,Lvl,4,1,RRAe,Norm,1.0,5,8,1965,2009,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,GLQ,553.0,BLQ,117.0,224.0,894.0,GasA,5,1,SBrkr,894,0,0,894,1,0,1,0,3,1,3,5,8,1,4,Detchd,1973,1,1,336.0,3,3,1.0,416,144,0,0,0,0,3,N/A,0,4,2010,WD ,138500,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,549250.0,3947685,4470,0,336.0,9,1,494382.0,6,40,0,0,0,0,8450,0,0.0,0.0,0.0,0.0,141804.99132579195,-742.2057094346383
1534,909277040,50,86.41417166379436,11700,Pave,Grvl,IR1,HLS,4,2,Norm,Norm,1.6666666666666667,5,6,1937,1995,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3,3,1,BLQ,606.0,Unf,0.0,336.0,942.0,GasA,5,1,SBrkr,1265,673,0,1938,0,0,2,0,4,1,4,7,6,1,4,Detchd,1937,1,1,240.0,3,3,1.0,0,40,0,0,0,0,0,N/A,0,7,2008,WD ,198000,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1011045.8084663941,3864315,13566,0,240.0,9,0,570852.0,8,30,0,0,0,0,11700,0,0.0,0.0,0.0,0.0,181035.4801579217,16278.572103038721
